Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Ganhadores_Sena;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
250;16/12/2000;7;25;41;42;43;55;0;0,00;203;10867,31;15545;141,50;22593628,59;0,00;0,00
251;23/12/2000;15;23;30;34;49;55;0;0,00;180;15473,98;12813;216,73;25936007,67;0,00;0,00
252;30/12/2000;4;17;26;32;51;54;2;15107002,24;354;10070,62;22122;160,67;0,00;0,00;0,00
253;06/01/2001;11;12;24;37;44;56;0;0,00;126;6985,77;7260;120,88;1056248,75;0,00;0,00
254;13/01/2001;1;4;21;22;30;56;0;0,00;66;16400,47;6381;169,14;2355166,17;0,00;0,00
255;20/01/2001;16;19;20;32;44;55;0;0,00;80;14363,63;6812;168,19;3734074,48;0,00;0,00
256;27/01/2001;2;21;26;32;34;52;0;0,00;91;13336,96;6319;191,49;5190470,09;0,00;0,00
257;03/02/2001;1;4;5;19;28;34;1;6808483,96;175;7704,83;11706;114,84;0,00;0,00;0,00
258;10/02/2001;7;12;50;54;55;60;0;0,00;53;15960,68;3615;233,30;1015099,19;0,00;0,00
259;17/02/2001;13;15;20;33;43;58;0;0,00;65;15136,22;5581;175,77;2195724,03;0,00;0,00
260;24/02/2001;4;6;33;43;59;60;0;0,00;120;16065,94;8956;214,63;17357124,85;0,00;0,00
261;03/03/2001;5;16;20;30;54;56;0;0,00;91;22350,19;7281;278,51;19797765,32;0,00;0,00
262;10/03/2001;11;20;48;53;58;60;0;0,00;108;24643,78;8838;300,24;22991600,18;0,00;0,00
263;17/03/2001;8;9;26;43;50;53;0;0,00;136;24937,18;12752;265,17;27061348,12;0,00;0,00
264;24/03/2001;1;5;13;25;31;33;2;16055880,73;979;4298,96;50364;83,25;0,00;0,00;0,00
265;31/03/2001;7;16;34;41;50;53;0;0,00;64;14676,59;3855;242,74;1127161,81;0,00;0,00
266;07/04/2001;2;23;38;46;48;54;0;0,00;89;12318,14;6687;163,33;2442739,49;0,00;0,00
267;14/04/2001;1;8;45;46;55;58;0;0,00;46;23142,59;4076;260,19;3720210,04;0,00;0,00
268;21/04/2001;5;6;10;21;33;47;0;0,00;111;10348,29;10133;112,93;5098601,74;0,00;0,00
269;28/04/2001;17;18;19;25;49;52;0;0,00;110;12115,70;8717;152,31;6697873,66;0,00;0,00
270;05/05/2001;5;9;27;35;40;45;1;25186260,21;228;9665,14;16867;130,16;0,00;0,00;0,00
271;12/05/2001;14;24;26;29;31;54;0;0,00;43;19939,25;4385;194,79;1028865,23;0,00;0,00
272;19/05/2001;9;10;24;36;56;58;0;0,00;70;14013,37;5491;177,97;2205988,15;0,00;0,00
273;26/05/2001;10;17;23;27;47;52;1;3456480,23;92;11326,92;7241;143,38;0,00;0,00;0,00
274;02/06/2001;11;13;18;26;39;47;0;0,00;142;5488,22;7420;104,64;935192,94;0,00;0,00
275;09/06/2001;16;19;30;37;38;48;0;0,00;41;22897,52;3737;250,27;2061751,10;0,00;0,00
276;16/06/2001;22;39;45;53;57;59;0;0,00;79;12486,98;5172;190,01;3245516,79;0,00;0,00
277;23/06/2001;4;26;38;40;52;56;0;0,00;95;11578,72;5404;202,78;4565490,29;0,00;0,00
278;30/06/2001;10;15;18;22;31;55;0;0,00;99;11868,09;6996;167,32;5975419,10;0,00;0,00
279;07/07/2001;4;23;31;47;58;59;0;0,00;58;23664,88;6137;222,81;7622494,24;0,00;0,00
280;14/07/2001;5;16;20;25;30;58;0;0,00;192;11199,47;14673;146,00;19351758,16;0,00;0,00
281;21/07/2001;5;11;31;38;47;53;1;22414093,50;188;13574,18;12864;197,63;0,00;0,00;0,00
282;28/07/2001;9;14;23;24;33;36;1;958878,82;76;10514,03;6064;131,27;0,00;0,00;0,00
283;01/08/2001;25;28;34;42;48;54;1;367173,22;36;8499,38;2126;143,38;0,00;0,00;0,00
284;04/08/2001;7;8;14;30;32;36;1;901884,48;75;10020,94;5358;139,74;0,00;0,00;0,00
285;08/08/2001;12;32;37;41;50;56;0;0,00;17;20875,96;1173;301,41;425869,64;0,00;0,00
286;11/08/2001;29;35;37;44;47;56;0;0,00;59;13743,96;3739;216,06;1398941,94;0,00;0,00
287;15/08/2001;3;13;25;33;47;60;1;1931474,80;110;4034,34;5633;78,49;0,00;0,00;0,00
288;18/08/2001;6;9;11;17;18;50;0;0,00;82;8749,64;4763;150,07;860964,72;0,00;0,00
289;22/08/2001;6;7;20;25;30;36;0;0,00;29;13819,12;2197;181,72;1341870,11;0,00;0,00
290;25/08/2001;7;25;26;30;40;57;0;0,00;56;20662,23;4869;236,75;10159688,47;0,00;0,00
291;29/08/2001;5;16;17;18;22;41;0;0,00;71;11244,78;4870;163,32;11117743,68;0,00;0,00
292;01/09/2001;13;23;24;34;45;53;0;0,00;116;11313,30;8670;150,80;12692554,40;0,00;0,00
293;05/09/2001;5;6;7;12;28;35;0;0,00;167;5817,88;10185;95,03;13858457,03;0,00;0,00
294;08/09/2001;22;25;28;41;45;57;2;7696680,33;130;9839,13;7434;171,41;0,00;0,00;0,00
295;12/09/2001;7;12;24;31;44;50;0;0,00;36;10242,27;2055;178,75;442466,08;0,00;0,00
296;15/09/2001;3;20;42;46;51;52;0;0,00;29;26582,95;2348;327,09;1367552,68;0,00;0,00
297;19/09/2001;1;20;28;33;36;41;0;0,00;25;19353,56;1920;251,05;1948159,43;0,00;0,00
298;22/09/2001;5;22;23;24;34;60;1;2994572,21;50;17440,22;4372;198,71;0,00;0,00;0,00
299;26/09/2001;2;5;7;33;49;53;0;0,00;33;10538,82;2049;169,09;417337,23;0,00;0,00
300;29/09/2001;24;27;28;38;41;57;0;0,00;48;22820,73;4820;226,40;8421199,74;0,00;0,00
301;03/10/2001;9;26;48;49;57;58;0;0,00;28;29571,34;2892;285,22;9414796,91;0,00;0,00
302;06/10/2001;12;25;30;40;41;60;0;0,00;101;13505,06;6361;213,63;11051609,38;0,00;0,00
303;10/10/2001;7;13;17;30;37;47;1;12257748,27;215;4674,95;12861;77,86;0,00;0,00;0,00
304;13/10/2001;7;11;34;41;42;59;0;0,00;58;11050,10;3274;195,02;769087,04;0,00;0,00
305;17/10/2001;5;11;27;38;53;60;0;0,00;47;10013,62;3770;124,37;1333855,18;0,00;0,00
306;20/10/2001;19;30;41;47;56;57;0;0,00;28;29736,18;2294;361,58;2332990,80;0,00;0,00
307;24/10/2001;13;16;17;26;41;44;0;0,00;44;12632,80;3962;139,76;3000002,70;0,00;0,00
308;27/10/2001;4;11;25;29;39;55;1;4138172,99;62;15297,99;5173;182,67;0,00;0,00;0,00
309;31/10/2001;4;11;25;39;50;55;1;442899,06;3001;122,53;2997;122,69;0,00;0,00;0,00
310;03/11/2001;2;14;28;29;31;32;0;0,00;81;10544,47;5093;167,07;7512984,90;0,00;0,00
311;07/11/2001;22;24;30;32;38;41;0;0,00;31;25454,68;2871;273,81;8459898,95;0,00;0,00
312;10/11/2001;14;23;30;41;47;50;0;0,00;76;15889,75;4985;241,33;9909043,97;0,00;0,00
313;14/11/2001;14;16;24;37;38;53;0;0,00;61;15665,21;5547;171,62;11055737,35;0,00;0,00
314;17/11/2001;5;32;34;37;40;58;0;0,00;93;12287,32;5542;205,42;12427002,17;0,00;0,00
315;21/11/2001;12;21;22;28;43;50;1;13675105,67;43;24188,06;4598;225,35;0,00;0,00;0,00
316;24/11/2001;6;24;28;43;51;56;0;0,00;104;6446,33;4093;163,18;804502,07;0,00;0,00
317;28/11/2001;16;20;27;30;35;48;0;0,00;23;18858,99;2088;206,96;1325010,22;0,00;0,00
318;01/12/2001;3;19;20;31;40;53;1;2227008,03;46;16340,54;3071;243,84;0,00;0,00;0,00
319;05/12/2001;12;16;17;19;23;48;0;0,00;52;7242,06;3342;112,26;451904,22;0,00;0,00
320;08/12/2001;20;22;27;47;50;53;0;0,00;77;15489,00;4916;241,69;8460390,65;0,00;0,00
321;12/12/2001;4;11;31;32;48;49;0;0,00;55;16954,09;3729;249,11;9579360,38;0,00;0,00
322;15/12/2001;11;18;29;44;47;56;0;0,00;87;15453,45;7835;170,95;11192700,36;0,00;0,00
323;19/12/2001;26;31;33;40;49;54;0;0,00;56;19921,91;4244;261,89;12531452,28;0,00;0,00
324;22/12/2001;8;15;22;25;30;47;0;0,00;211;7938,40;12192;136,87;14541455,70;0,00;0,00
325;29/12/2001;1;3;4;21;23;53;2;8743877,80;256;9590,82;15646;156,33;0,00;0,00;0,00
326;05/01/2002;21;23;40;44;51;52;0;0,00;27;32367,36;2674;325,58;1048702,44;0,00;0,00
327;09/01/2002;29;32;33;38;46;48;0;0,00;16;30517,93;2112;230,33;1634646,68;0,00;0,00
328;12/01/2002;5;7;14;21;23;51;1;2721357,01;100;9055,92;7121;126,69;0,00;0,00;0,00
329;16/01/2002;10;11;12;24;35;40;0;0,00;40;10380,30;2904;142,44;9617027,24;0,00;0,00
330;19/01/2002;2;4;14;23;37;51;0;0,00;120;10924,51;7914;165,03;11190156,01;0,00;0,00
331;23/01/2002;1;13;20;27;35;37;0;0,00;70;13872,44;6408;150,97;12355441,42;0,00;0,00
332;26/01/2002;23;28;29;34;42;44;0;0,00;83;16762,69;6713;206,47;14025004,81;0,00;0,00
333;30/01/2002;4;27;35;44;52;53;0;0,00;93;12692,31;6221;189,02;15441466,12;0,00;0,00
334;02/02/2002;14;23;24;26;41;51;2;8729392,91;1200;1400,91;8839;189,47;0,00;0,00;0,00
335;06/02/2002;7;23;33;43;57;59;0;0,00;24;17736,83;2134;198,73;510820,70;0,00;0,00
336;09/02/2002;2;18;22;26;30;54;0;0,00;68;11058,60;4141;180,91;1413202,70;0,00;0,00
337;16/02/2002;4;14;16;31;52;54;0;0,00;34;27110,52;3454;265,86;2519311,97;0,00;0,00
338;20/02/2002;1;4;9;36;46;48;0;0,00;43;14031,02;3245;185,23;3243312,50;0,00;0,00
339;23/02/2002;5;12;13;16;27;50;0;0,00;76;12374,85;6908;135,64;12514336,94;0,00;0,00
340;27/02/2002;9;10;12;33;42;60;0;0,00;121;9877,84;6970;170,83;13948598,35;0,00;0,00
341;02/03/2002;5;16;22;23;43;56;0;0,00;166;9623,14;11103;143,34;15865526,88;0,00;0,00
342;06/03/2002;16;29;34;49;51;54;0;0,00;93;15067,81;5578;250,27;17547094,93;0,00;0,00
343;09/03/2002;4;6;7;12;24;41;2;9937283,03;246;7884,39;17023;113,51;0,00;0,00;0,00
344;13/03/2002;10;12;14;33;35;36;0;0,00;46;9494,33;3487;124,78;524086,97;0,00;0,00
345;16/03/2002;11;22;46;51;56;58;1;1447870,53;27;28511,84;2170;353,42;0,00;0,00;0,00
346;20/03/2002;7;12;41;46;56;60;0;0,00;20;19632,30;1589;246,17;471175,04;0,00;0,00
347;23/03/2002;1;10;12;26;48;52;0;0,00;72;9988,89;4730;151,48;1334215,32;0,00;0,00
348;27/03/2002;19;30;33;39;40;52;0;0,00;19;26763,06;1547;327,46;1944413,01;0,00;0,00
349;30/03/2002;8;9;28;32;38;54;0;0,00;46;14053,06;3264;197,31;10405636,15;0,00;0,00
350;03/04/2002;10;15;23;30;43;57;0;0,00;80;11801,82;5012;187,66;11538610,20;0,00;0,00
351;06/04/2002;15;16;24;41;59;60;0;0,00;98;14478,34;5832;242,37;13241262,56;0,00;0,00
352;10/04/2002;7;20;25;44;47;49;0;0,00;161;7848,74;8080;155,80;14757638,49;0,00;0,00
353;13/04/2002;19;23;30;46;55;60;0;0,00;89;19537,11;6862;252,44;16844201,81;0,00;0,00
354;17/04/2002;7;16;38;40;41;52;1;18680098,10;93;16450,68;6184;246,46;0,00;0,00;0,00
355;20/04/2002;2;14;22;23;37;60;0;0,00;50;14412,47;4711;152,39;864747,94;0,00;0,00
356;24/04/2002;5;19;21;54;56;58;0;0,00;32;15777,72;2415;208,28;1470612,40;0,00;0,00
357;27/04/2002;2;30;32;35;45;53;0;0,00;34;23899,52;3265;247,94;2445712,66;0,00;0,00
358;04/05/2002;12;17;21;32;40;42;0;0,00;84;12903,06;5798;186,23;3746340,86;0,00;0,00
359;08/05/2002;13;19;20;29;31;54;0;0,00;56;13050,25;3953;184,17;13221837,92;0,00;0,00
360;11/05/2002;23;24;29;47;53;55;0;0,00;133;10645,79;8382;168,28;14920906,83;0,00;0,00
361;15/05/2002;16;28;31;41;45;59;0;0,00;98;12456,14;5236;232,26;16385748,75;0,00;0,00
362;18/05/2002;7;20;33;37;46;56;1;18399160,53;110;15253,12;8313;201,08;0,00;0,00;0,00
363;22/05/2002;19;29;39;47;49;54;0;0,00;27;14921,89;2225;180,39;483469,12;0,00;0,00
364;25/05/2002;5;29;44;51;57;59;1;1307293,04;76;9033,16;3315;206,32;0,00;0,00;0,00
365;29/05/2002;19;23;34;37;52;58;1;462752,26;45;8569,49;2433;157,90;0,00;0,00;0,00
366;01/06/2002;4;6;7;15;21;51;0;0,00;41;12721,16;3489;148,93;625880,91;0,00;0,00
367;05/06/2002;10;12;27;33;49;52;1;1150498,02;71;6157,48;3040;143,27;0,00;0,00;0,00
368;08/06/2002;13;29;32;38;44;50;0;0,00;53;10725,28;3220;175,87;682127,44;0,00;0,00
369;12/06/2002;1;14;21;35;42;60;1;1221738,07;46;9775,55;4167;107,51;0,00;0,00;0,00
370;15/06/2002;1;4;40;42;51;54;0;0,00;40;23283,30;3230;287,25;7330667,64;0,00;0,00
371;19/06/2002;4;18;23;33;39;60;0;0,00;47;16675,12;3979;196,23;8271144,70;0,00;0,00
372;22/06/2002;16;17;24;39;46;57;2;4792658,35;85;12884,04;6743;161,80;0,00;0,00;0,00
373;26/06/2002;1;5;10;24;31;33;0;0,00;52;6480,14;3292;101,98;404360,65;0,00;0,00
374;29/06/2002;2;5;16;26;44;54;0;0,00;80;8073,17;3326;193,45;1179384,47;0,00;0,00
375;03/07/2002;1;5;9;42;51;58;0;0,00;33;14359,09;2359;200,11;1748004,50;0,00;0,00
376;06/07/2002;10;13;25;35;43;48;0;0,00;110;7257,00;6956;114,33;2705928,72;0,00;0,00
377;10/07/2002;3;12;19;27;45;46;0;0,00;87;6639,02;5468;105,23;3399042,30;0,00;0,00
378;13/07/2002;5;38;41;45;48;55;0;0,00;36;25450,60;3115;293,02;4498508,08;0,00;0,00
379;17/07/2002;24;33;40;41;55;59;0;0,00;32;23407,93;2830;263,68;11243785,66;0,00;0,00
380;20/07/2002;13;22;30;31;47;57;0;0,00;206;6628,67;7186;189,31;12882392,95;0,00;0,00
381;24/07/2002;9;10;28;46;55;56;0;0,00;85;14181,19;7295;164,62;14328873,76;0,00;0,00
382;27/07/2002;31;34;37;38;53;54;0;0,00;68;23756,27;6291;255,82;16267384,96;0,00;0,00
383;31/07/2002;14;22;48;50;53;56;0;0,00;73;23753,43;6573;262,81;18348185,45;0,00;0,00
384;03/08/2002;24;28;40;47;50;52;0;0,00;151;18351,99;10644;259,37;21673565,65;0,00;0,00
385;07/08/2002;5;12;16;18;22;24;2;12952192,89;759;4645,17;37449;93,80;0,00;0,00;0,00
386;10/08/2002;17;35;36;39;43;54;0;0,00;70;11571,98;5236;154,12;972045,86;0,00;0,00
387;14/08/2002;22;28;29;43;47;48;0;0,00;40;14937,65;2998;198,55;1689053,37;0,00;0,00
388;17/08/2002;23;36;48;52;53;58;0;0,00;46;18826,46;4293;200,97;2728273,75;0,00;0,00
389;21/08/2002;5;14;18;43;46;54;0;0,00;63;11305,19;4169;170,20;15745310,46;0,00;0,00
390;24/08/2002;7;12;22;34;38;53;1;17611429,97;171;9094,15;10722;144,49;0,00;0,00;0,00
391;28/08/2002;4;7;15;16;35;40;0;0,00;44;10170,35;2740;162,70;536994,30;0,00;0,00
392;31/08/2002;15;23;31;39;47;49;1;1410917,29;68;10709,84;3591;202,03;0,00;0,00;0,00
393;04/09/2002;6;12;35;36;40;50;0;0,00;31;13716,51;1949;217,35;510254,22;0,00;0,00
394;07/09/2002;5;15;35;42;45;49;0;0,00;47;11817,80;4815;114,93;1176778,31;0,00;0,00
395;11/09/2002;10;11;14;20;31;58;1;1843709,96;27;20584,31;2328;237,84;0,00;0,00;0,00
396;14/09/2002;6;18;34;42;45;47;0;0,00;63;10148,72;4201;151,63;767243,59;0,00;0,00
397;18/09/2002;1;2;5;24;32;46;0;0,00;61;7992,42;4026;120,64;1352288,49;0,00;0,00
398;21/09/2002;7;16;22;28;36;37;1;2221289,77;63;11494,73;5106;141,29;0,00;0,00;0,00
399;25/09/2002;11;16;27;47;55;59;0;0,00;20;19537,00;1730;225,01;5676171,41;0,00;0,00
400;28/09/2002;10;13;28;29;54;59;0;0,00;75;13254,18;4875;203,14;6869047,91;0,00;0,00
401;02/10/2002;11;18;43;44;50;53;0;0,00;33;25008,64;2853;288,18;7859389,89;0,00;0,00
402;05/10/2002;5;16;27;43;56;58;0;0,00;146;7927,99;7787;148,08;9248373,54;0,00;0,00
403;09/10/2002;7;16;27;31;46;60;0;0,00;48;19972,95;4099;233,01;10398815,28;0,00;0,00
404;12/10/2002;1;24;28;38;40;58;0;0,00;66;16580,07;4364;249,80;11711956,93;0,00;0,00
405;16/10/2002;24;29;34;47;57;60;0;0,00;67;16988,17;4579;247,63;13077805,76;0,00;0,00
406;19/10/2002;2;12;32;38;47;48;0;0,00;78;19463,48;6557;230,66;14899587,92;0,00;0,00
407;23/10/2002;2;18;22;49;51;57;0;0,00;90;16315,38;6383;229,18;16661649,27;0,00;0,00
408;26/10/2002;14;28;33;44;49;56;1;18948827,67;269;7085,43;13970;135,92;0,00;0,00;0,00
409;30/10/2002;18;25;26;31;34;49;0;0,00;23;18741,96;1958;219,32;9710567,61;0,00;0,00
410;02/11/2002;8;24;31;36;38;55;0;0,00;101;10257,12;5799;177,97;10953730,37;0,00;0,00
411;06/11/2002;10;12;31;38;45;56;0;0,00;91;11814,39;5115;209,40;12243861,06;0,00;0,00
412;09/11/2002;5;12;14;21;45;59;0;0,00;89;16616,72;8542;172,49;14018527,28;0,00;0,00
413;13/11/2002;2;4;29;33;35;53;0;0,00;102;13376,53;7746;175,49;15655814,53;0,00;0,00
414;16/11/2002;16;26;35;45;52;58;1;17428452,98;51;28964,68;5527;266,26;0,00;0,00;0,00
415;20/11/2002;1;4;27;38;42;44;0;0,00;40;11027,47;2415;181,96;529318,35;0,00;0,00
416;23/11/2002;1;13;23;33;54;56;0;0,00;44;16547,76;4032;179,90;1403039,91;0,00;0,00
417;27/11/2002;7;12;21;25;34;42;0;0,00;78;7435,78;5218;110,73;2099028,66;0,00;0,00
418;30/11/2002;8;15;32;45;49;52;2;1558712,24;82;10349,55;5133;164,72;0,00;0,00;0,00
419;04/12/2002;9;16;41;42;52;53;0;0,00;30;14860,22;1594;278,62;8115153,05;0,00;0,00
420;07/12/2002;12;29;30;43;57;59;0;0,00;83;13949,86;5614;205,47;9504559,06;0,00;0,00
421;11/12/2002;5;35;37;38;45;51;0;0,00;47;21307,17;4716;211,55;10706283,47;0,00;0,00
422;14/12/2002;12;37;43;55;56;60;0;0,00;80;16823,65;6516;205,77;12321354,11;0,00;0,00
423;18/12/2002;8;22;32;33;40;53;0;0,00;66;17925,27;4178;282,10;13741035,48;0,00;0,00
424;21/12/2002;18;27;29;36;46;59;0;0,00;91;17356,78;7389;212,95;15636395,41;0,00;0,00
425;28/12/2002;6;10;16;34;42;47;1;18979599,19;279;9985,67;17411;159,42;0,00;0,00;0,00
426;04/01/2003;7;30;32;37;50;54;0;0,00;58;13241,94;3139;243,76;921638,77;0,00;0,00
427;08/01/2003;3;13;14;24;43;51;0;0,00;48;11642,10;3563;156,25;1592223,84;0,00;0,00
428;11/01/2003;8;28;30;32;46;60;0;0,00;48;16919,00;3734;216,67;2566758,37;0,00;0,00
429;15/01/2003;17;26;32;36;43;55;0;0,00;44;14978,72;3300;198,96;12839021,93;0,00;0,00
430;18/01/2003;8;10;21;25;38;50;1;14410708,81;85;15408,70;6944;187,90;0,00;0,00;0,00
431;22/01/2003;26;37;40;47;52;58;0;0,00;20;21069,89;1184;354,56;505677,41;0,00;0,00
432;25/01/2003;4;13;17;27;39;50;0;0,00;54;12185,97;4278;153,24;1295327,95;0,00;0,00
433;29/01/2003;16;17;28;30;36;54;0;0,00;31;16580,20;2332;219,58;1912111,54;0,00;0,00
434;01/02/2003;4;10;17;24;30;54;0;0,00;84;9173,28;4870;157,63;2836778,00;0,00;0,00
435;05/02/2003;10;11;17;31;37;43;0;0,00;55;11059,32;3243;186,85;3566693,13;0,00;0,00
436;08/02/2003;1;6;7;29;48;57;0;0,00;47;19531,31;4696;194,74;4668258,69;0,00;0,00
437;12/02/2003;7;10;30;44;54;59;0;0,00;33;22273,90;2829;258,84;5550305,04;0,00;0,00
438;15/02/2003;3;5;11;14;38;48;0;0,00;65;16281,73;6276;167,99;6820280,27;0,00;0,00
439;19/02/2003;13;20;29;42;43;57;0;0,00;65;13353,84;4407;196,22;14150924,79;0,00;0,00
440;22/02/2003;3;5;23;30;46;47;0;0,00;139;10909,13;10120;149,28;15970566,86;0,00;0,00
441;26/02/2003;2;10;15;21;58;59;0;0,00;121;11917,74;6941;206,98;17701023,29;0,00;0,00
442;01/03/2003;6;15;23;31;37;59;1;19946601,01;135;13861,59;9944;187,48;0,00;0,00;0,00
443;08/03/2003;11;17;26;36;48;52;0;0,00;47;16322,42;3738;204,46;920584,21;0,00;0,00
444;12/03/2003;3;24;33;48;52;57;0;0,00;43;13890,62;3332;178,58;1637340,11;0,00;0,00
445;15/03/2003;7;20;31;32;50;53;0;0,00;31;28559,37;3101;284,42;2699748,84;0,00;0,00
446;19/03/2003;8;11;12;17;20;47;2;1767117,91;65;10698,55;5039;137,48;0,00;0,00;0,00
447;22/03/2003;15;24;25;33;42;55;0;0,00;55;12010,32;5613;117,25;792681,47;0,00;0,00
448;26/03/2003;3;5;9;45;51;52;0;0,00;40;13356,99;2999;177,48;1433817,03;0,00;0,00
449;29/03/2003;1;8;24;34;49;56;0;0,00;55;14643,05;3656;219,46;10220372,33;0,00;0,00
450;02/04/2003;1;9;13;50;51;59;0;0,00;108;10575,60;6194;183,70;11590970,46;0,00;0,00
451;05/04/2003;17;18;23;28;31;53;0;0,00;87;17131,80;7368;201,53;13379529,89;0,00;0,00
452;09/04/2003;11;16;30;36;51;54;0;0,00;76;18847,21;6317;225,90;15098395,42;0,00;0,00
453;12/04/2003;8;20;23;34;52;58;0;0,00;120;15932,45;7882;241,65;17392667,68;0,00;0,00
454;16/04/2003;4;17;24;42;46;56;0;0,00;275;7515,39;16564;124,30;19872744,64;0,00;0,00
455;19/04/2003;2;14;15;17;50;59;0;0,00;86;23171,64;7989;248,50;22264057,74;0,00;0,00
456;23/04/2003;3;17;22;27;33;40;0;0,00;221;11142,66;16964;144,61;25219091,20;0,00;0,00
457;26/04/2003;15;17;24;27;32;48;3;10000441,74;480;8302,49;31340;126,68;0,00;0,00;0,00
458;30/04/2003;13;24;32;34;43;53;0;0,00;82;7395,34;3921;154,08;727701,47;0,00;0,00
459;03/05/2003;8;15;17;39;43;49;0;0,00;62;12146,48;4197;178,76;15906301,09;0,00;0,00
460;07/05/2003;19;23;30;37;49;55;0;0,00;155;9688,96;9464;158,09;17708446,64;0,00;0,00
461;10/05/2003;15;17;20;29;30;60;0;0,00;189;10317,48;8312;233,71;20048450,45;0,00;0,00
462;14/05/2003;17;19;22;26;27;48;0;0,00;212;9023,34;14463;131,76;22343987,57;0,00;0,00
463;17/05/2003;2;3;7;18;45;53;0;0,00;166;14740,96;15269;159,66;25280386,38;0,00;0,00
464;21/05/2003;6;24;33;38;45;50;1;28414544,43;241;10837,34;15457;168,33;0,00;0,00;0,00
465;24/05/2003;1;22;31;46;51;57;0;0,00;19;40627,81;2175;353,57;926313,93;0,00;0,00
466;28/05/2003;11;16;28;29;30;45;0;0,00;64;10353,72;3582;184,29;1721479,17;0,00;0,00
467;31/05/2003;8;18;21;22;38;60;0;0,00;45;20730,13;3907;237,87;2840905,83;0,00;0,00
468;04/06/2003;5;6;23;25;39;51;0;0,00;58;14292,56;4701;175,67;3835668,21;0,00;0,00
469;07/06/2003;13;21;26;29;42;47;2;2596432,92;187;6048,12;8798;128,07;0,00;0,00;0,00
470;11/06/2003;8;11;23;37;51;58;0;0,00;86;13384,59;6094;188,18;13182029,14;0,00;0,00
471;14/06/2003;5;31;32;36;51;59;0;0,00;76;19668,02;5490;271,24;14975752,83;0,00;0,00
472;18/06/2003;3;4;12;29;38;51;0;0,00;82;17224,58;6518;215,88;16670651,02;0,00;0,00
473;21/06/2003;7;23;41;49;51;58;0;0,00;65;23285,11;6524;231,12;18486889,08;0,00;0,00
474;25/06/2003;3;12;32;34;40;50;0;0,00;56;34156,59;6910;275,76;20782211,64;0,00;0,00
475;28/06/2003;6;8;19;22;43;52;0;0,00;156;15008,18;13235;176,23;23591742,20;0,00;0,00
476;02/07/2003;17;20;38;43;55;58;0;0,00;163;16837,81;11465;238,49;26885217,69;0,00;0,00
477;05/07/2003;6;8;18;34;38;47;3;10401481,92;279;12900,92;21958;163,30;0,00;0,00;0,00
478;09/07/2003;3;8;21;25;30;31;0;0,00;92;7045,32;4876;132,43;777803,22;0,00;0,00
479;12/07/2003;20;26;41;46;54;58;0;0,00;32;29012,34;2834;326,35;16088932,65;0,00;0,00
480;16/07/2003;14;33;36;38;41;49;0;0,00;112;13831,54;8589;179,69;17947892,21;0,00;0,00
481;19/07/2003;6;13;22;24;42;44;3;6796888,03;359;5670,32;19465;104,19;0,00;0,00;0,00
482;23/07/2003;12;13;33;53;54;56;0;0,00;41;14878,29;2929;207,48;732011,95;0,00;0,00
483;26/07/2003;16;18;23;35;44;59;0;0,00;90;9761,25;6279;139,38;1786227,43;0,00;0,00
484;30/07/2003;17;18;19;38;49;53;0;0,00;55;13655,17;4015;186,35;2687468,43;0,00;0,00
485;02/08/2003;19;28;30;38;52;57;0;0,00;30;35888,42;3203;334,87;3979451,73;0,00;0,00
486;06/08/2003;8;14;19;30;42;50;1;5125800,12;55;17368,92;4325;220,05;0,00;0,00;0,00
487;09/08/2003;8;22;25;48;52;54;2;467702,34;104;7495,23;5329;145,73;0,00;0,00;0,00
488;13/08/2003;15;30;35;39;43;57;0;0,00;46;11864,07;2699;201,45;654896,68;0,00;0,00
489;16/08/2003;17;28;33;36;53;59;0;0,00;67;12406,82;5107;162,16;9662631,84;0,00;0,00
490;20/08/2003;5;11;23;29;54;58;1;11070173,50;148;7925,35;8438;138,49;0,00;0,00;0,00
491;23/08/2003;1;9;15;22;43;55;1;849344,26;81;8738,11;4221;167,05;0,00;0,00;0,00
492;27/08/2003;2;6;15;18;56;57;0;0,00;26;19041,52;2629;187,61;594095,53;0,00;0,00
493;30/08/2003;3;18;20;24;42;54;0;0,00;79;9663,99;5294;143,67;1510241,51;0,00;0,00
494;03/09/2003;18;20;28;32;49;53;0;0,00;32;21997,60;2766;253,53;2354949,51;0,00;0,00
495;06/09/2003;8;15;29;36;49;60;0;0,00;48;20565,02;5313;185,09;3539495,03;0,00;0,00
496;10/09/2003;10;19;20;29;41;59;0;0,00;31;27720,31;3495;244,94;4570690,49;0,00;0,00
497;13/09/2003;9;13;20;32;41;58;0;0,00;72;15712,44;5439;207,21;5928244,66;0,00;0,00
498;17/09/2003;2;6;28;49;50;57;0;0,00;58;17603,00;4592;221,50;7153413,01;0,00;0,00
499;20/09/2003;1;4;5;11;44;59;1;8698099,22;126;10216,18;8903;144,04;0,00;0,00;0,00
500;27/09/2003;21;29;35;36;38;54;1;9394248,83;73;23869,01;6818;254,60;0,00;0,00;0,00
501;01/10/2003;16;27;28;34;39;56;0;0,00;43;11303,51;3037;159,45;583261,35;0,00;0,00
